ma_can,dia_chi,quan,gia_thue_vnd,dien_tich_m2,tien_ich_xung_quanh
df15a211-05b1-408f-afed-fd2214918ba0,242A Định Công,Hoàng Mai,5200000,106,Trường học; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại; Bể bơi
fc9a3ec6-9ec7-45df-a45f-e1edee02bb6b,261D Lê Văn Lương,Thanh Xuân,10900000,133,Chợ dân sinh; Siêu thị; Bến xe buýt; Phòng gym
b675482d-d25c-411d-b3b7-4b86922c0dec,423B Trần Hưng Đạo,Hoàn Kiếm,8500000,56,Chợ dân sinh; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Bể bơi
0ed4dee6-4359-4af1-9405-c7a13aecc0f5,388A Nguyễn Văn Cừ,Long Biên,15000000,136,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Bể bơi; Rạp chiếu phim
5186856d-3e53-479f-811c-caeee0fa7f06,64A Đông Ngạc,Bắc Từ Liêm,4500000,63,Chợ dân sinh; Khu vui chơi trẻ em
ba4175f1-86ed-452d-accc-4d8ad2373c06,23D Phạm Văn Đồng,Bắc Từ Liêm,4300000,20,Chợ dân sinh; Trường học; Siêu thị; Công viên; Trung tâm thương mại; Rạp chiếu phim
aaf17969-2c79-4496-af36-dd23471f4615,384A Đội Cấn,Ba Đình,12200000,137,Trường học; Siêu thị; Bến xe buýt; Công viên; Sân tennis
649ca966-e14b-45b0-a857-2206b1634470,637B Chùa Bộc,Đống Đa,4300000,27,Chợ dân sinh; Trường học; Bến xe buýt; Bãi đỗ xe ô tô
bdfd90d9-0160-44e6-ba2c-4d5899916a66,788C Láng Hạ,Đống Đa,12500000,137,Trường học; Siêu thị; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Bể bơi
1cc47363-7f73-401d-994c-7d47c29855d3,125E Sài Đồng,Long Biên,5100000,33,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt
67489c96-0e17-48dc-9212-a1dcba35deac,932A Tây Sơn,Đống Đa,6000000,20,Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em
b2a7193c-e218-4abd-868b-2ff3d3f8c113,325B Nguyễn Thái Học,Ba Đình,14600000,171,Trường học; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi
7e4ea264-6466-4093-8ee0-e891d75efd33,178A Linh Đàm,Hoàng Mai,5600000,74,Trường học; Siêu thị; Bệnh viện; Phòng gym
b1c3527d-3d0c-4416-8135-ec3a20818ad7,722A Đông Ngạc,Bắc Từ Liêm,7300000,66,Chợ dân sinh; Trường học; Bến xe buýt; Công viên; Phòng gym; Khu vui chơi trẻ em
630af7a7-7a5d-4b0b-9a5f-4f220a9a565a,773D Trần Khát Chân,Hai Bà Trưng,8000000,43,Chợ dân sinh; Trường học; Siêu thị
0b5f64a4-2ef4-4337-bcf7-e985e99430c7,893E Định Công,Hoàng Mai,4500000,91,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Phòng gym; Bể bơi
1b579f41-a126-44a2-a92d-8e08d3bb20ea,591D Phạm Hùng,Nam Từ Liêm,10800000,89,Trường học; Siêu thị; Trung tâm thương mại; Bể bơi
7401d093-da28-4141-bb25-5d77f00c09b9,394D Yên Nghĩa,Hà Đông,10600000,47,Trường học; Siêu thị; Công viên; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại; Bể bơi; Sân tennis
0ec596c8-784e-4cb8-ae98-0bec800f9feb,124A Bạch Mai,Hai Bà Trưng,13800000,102,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Bể bơi; Rạp chiếu phim; Sân tennis
8e2449b5-5833-465f-a968-d5585a3bb2ed,382C Tân Mai,Hoàng Mai,6200000,50,Trường học; Bến xe buýt; Trung tâm thương mại; Bể bơi; Rạp chiếu phim; Sân tennis
303a46bf-6a3e-4252-a1b8-c3f8a58d4f50,887B Kim Ngưu,Hai Bà Trưng,13700000,50,Trường học; Siêu thị; Công viên; Bể bơi
27feb77b-0c2e-48cf-a38d-6073a9ca1ea0,811E Cổ Nhuế,Bắc Từ Liêm,2700000,52,Trường học; Bến xe buýt; Bệnh viện; Trung tâm thương mại
ab1e0d47-6c3a-48c0-99c1-dec9dbe60b96,70C Việt Hưng,Long Biên,8500000,89,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại
ea7f355a-f560-4b2b-9a0c-fd4da12860d9,513E Ngọc Lâm,Long Biên,3600000,68,Chợ dân sinh; Trường học; Siêu thị; Sân tennis
f7e6f416-0732-49d4-87fd-6060d71c3e64,729B Lê Văn Lương,Thanh Xuân,13300000,78,Chợ dân sinh; Siêu thị; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại
1e3c9dd3-fb41-4224-8c5a-03e255b0e8f3,461C Phạm Văn Đồng,Bắc Từ Liêm,5500000,78,Chợ dân sinh; Bãi đỗ xe ô tô; Phòng gym
93086c1e-62e4-4271-b359-97476f24d519,483E Việt Hưng,Long Biên,3900000,93,Trường học; Khu vui chơi trẻ em; Trung tâm thương mại; Rạp chiếu phim
f7d248ed-eb52-40ec-a0a9-db1801289f03,786D Sài Đồng,Long Biên,7600000,69,Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym
7fc88aa8-c683-4ed9-beb8-820433e00b85,987E Đông Ngạc,Bắc Từ Liêm,11800000,119,Chợ dân sinh; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi
54908ce2-12b1-4f73-b4db-8bcce328e6ef,676A Chùa Bộc,Đống Đa,2500000,20,Trường học; Siêu thị; Bến xe buýt; Phòng gym
1f17d6de-183c-45f5-b9bf-f34c1fdb553b,916D Bạch Mai,Hai Bà Trưng,4600000,20,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bệnh viện
e90f140b-8992-4752-acec-ca89d29d186e,836C Bạch Mai,Hai Bà Trưng,5500000,73,Chợ dân sinh; Bến xe buýt; Bể bơi
7643a9ae-3fa8-4940-94b7-56e4d6e0e57c,519A Đông Ngạc,Bắc Từ Liêm,5100000,23,Chợ dân sinh; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Bể bơi; Rạp chiếu phim
8f7cb56b-c92f-4888-963a-d69c72f9862c,518D Kim Ngưu,Hai Bà Trưng,9300000,97,Trường học; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym
29697f3a-bbf7-47c9-b818-0bc8ab2cf2ab,62E Trần Duy Hưng,Cầu Giấy,14300000,134,Chợ dân sinh; Trường học; Siêu thị; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi
d57e00cd-936d-4777-ab15-b41e088f9b7d,603E Định Công,Hoàng Mai,1300000,44,Bến xe buýt; Công viên
4bb8f4b4-e337-4da3-b2ea-fa45007f5990,68D Lạc Long Quân,Tây Hồ,13000000,153,Chợ dân sinh; Trường học; Siêu thị; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Trung tâm thương mại; Bể bơi; Sân tennis
75faa81a-b03c-4d0f-89ff-1ccf346be133,725C Xuân Đỉnh,Bắc Từ Liêm,5400000,72,Siêu thị; Công viên; Bệnh viện; Phòng gym; Khu vui chơi trẻ em
78312054-0f1a-41a2-9c60-0230782828fe,241E Mộ Lao,Hà Đông,6600000,20,Trường học; Bể bơi
7b268862-6761-4700-bbba-7662a6d4bcae,345E Nguyễn Trãi,Thanh Xuân,5700000,52,Trường học; Bến xe buýt; Trung tâm thương mại
6f5ed7b4-6e1c-40a9-8181-b3bd543952ca,785C Đông Ngạc,Bắc Từ Liêm,7700000,53,Bệnh viện; Khu vui chơi trẻ em; Bể bơi; Sân tennis
1048d668-ff3f-44b4-ba16-0dec689a689f,950B Phạm Hùng,Nam Từ Liêm,1500000,30,Chợ dân sinh; Trường học
f89f1198-2a60-4769-a19e-fa0f037e50f8,6E Khương Trung,Thanh Xuân,5700000,80,Rạp chiếu phim
4d3dd37e-43c3-4056-ba10-1f02fb1048d1,564B Linh Đàm,Hoàng Mai,3700000,30,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt
19d71727-fdc2-48ed-b6c4-97c15448f90f,68E Trần Khát Chân,Hai Bà Trưng,8500000,100,Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại
b3f24509-b1af-43c6-bd36-c055b6778ce9,478B Âu Cơ,Tây Hồ,12100000,100,Siêu thị; Bến xe buýt; Phòng gym; Rạp chiếu phim
2b9f8326-ea33-4d16-b1db-06e3224bcd21,352C Nguyễn Tuân,Thanh Xuân,11400000,162,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Sân tennis
878f3696-61ee-4e44-bfb9-78e3b158f96c,313E Phạm Văn Đồng,Bắc Từ Liêm,6200000,71,Chợ dân sinh; Trường học; Siêu thị; Công viên; Phòng gym
1e1cd54c-dade-4454-977d-69d9d5e3de8e,700C Cổ Nhuế,Bắc Từ Liêm,9200000,78,Trường học; Bến xe buýt; Phòng gym; Trung tâm thương mại
3635e66e-a187-4d1d-8216-c15b9ada639a,498A Sài Đồng,Long Biên,4900000,79,Trường học; Siêu thị; Bệnh viện
e01155c2-2c9e-4106-bedb-3de3be9e33d3,934D Quang Trung,Hà Đông,9900000,57,Siêu thị; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại; Bể bơi
8f4afc7d-2d11-4dd3-b71b-b8f92b0ce139,855B Văn Quán,Hà Đông,13200000,113,Chợ dân sinh; Trường học; Bến xe buýt; Bãi đỗ xe ô tô; Phòng gym; Bể bơi; Rạp chiếu phim
d7ec8aed-2030-40b3-b7c5-79111060a877,684B Bạch Mai,Hai Bà Trưng,1500000,73,Chợ dân sinh; Siêu thị; Công viên
a6d7b2db-216f-4141-aa0e-1895ddc7ff57,150E Mỹ Đình,Nam Từ Liêm,3500000,48,Bến xe buýt; Trung tâm thương mại
b7f78dd0-53fa-4019-8a78-98a995935ee8,207E Hàng Bài,Hoàn Kiếm,8200000,53,Trường học; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Phòng gym
84d86b02-9ea6-4aca-be1e-d9fc9a3269f9,8C Nguyễn Văn Cừ,Long Biên,9800000,106,Trường học; Công viên; Bệnh viện; Phòng gym; Trung tâm thương mại
c7c911da-e58c-40b4-8b75-1a542b39220e,817C Xuân Thủy,Cầu Giấy,3400000,46,Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Bể bơi
5f4d31af-1543-49af-9167-dbc956875d78,588C Tân Mai,Hoàng Mai,10900000,61,Bến xe buýt; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Bể bơi
42963526-26f9-4246-b5b2-bfd97744a118,643D Việt Hưng,Long Biên,3900000,80,Chợ dân sinh; Trường học; Công viên; Trung tâm thương mại
fa80e1a8-f886-4763-a9af-05d5ac318d26,314C Giáp Bát,Hoàng Mai,10900000,21,Chợ dân sinh; Trường học; Siêu thị; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại; Rạp chiếu phim
bcc65aa2-8017-4df6-911f-0304ae113e85,435E Định Công,Hoàng Mai,8600000,60,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Bể bơi
a576ff20-5512-4252-bb18-a14db8e7c2d4,231C Việt Hưng,Long Biên,6200000,120,Trường học; Công viên; Phòng gym
e4e3ecda-4972-4abd-bad7-ad9f60fa2c4c,347B Hàng Bài,Hoàn Kiếm,12400000,164,Chợ dân sinh; Trường học; Khu vui chơi trẻ em; Rạp chiếu phim
aeea1e3e-dc7b-4a9c-87a1-a8d8397443de,968B Láng Hạ,Đống Đa,9300000,129,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Bệnh viện; Phòng gym; Rạp chiếu phim; Sân tennis
57328e7f-8c82-4f60-b9a0-38ae0278ec8b,180A Xuân Đỉnh,Bắc Từ Liêm,9100000,153,Chợ dân sinh; Trường học; Khu vui chơi trẻ em; Bể bơi
72373b8f-5427-4704-9cb5-2709f9bfae4f,767D Minh Khai,Hai Bà Trưng,4600000,20,Chợ dân sinh; Trường học; Bến xe buýt; Trung tâm thương mại
7d33c6f7-8253-49bc-953f-126e803874dd,359A Lê Văn Lương,Thanh Xuân,11700000,128,Chợ dân sinh; Trường học; Siêu thị; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại
0fa29753-80be-49b4-98af-c26579750a35,155D Giáp Bát,Hoàng Mai,5600000,94,Chợ dân sinh; Trường học; Siêu thị; Công viên
fcc56ffd-02ae-4211-886a-5e5248bfe1bb,841A Ngọc Lâm,Long Biên,2100000,33,Chợ dân sinh; Trường học; Bến xe buýt
a08225f7-30ac-44ad-91aa-f6dcc29664f6,554E Nguyễn Tuân,Thanh Xuân,14300000,184,Trường học; Siêu thị; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Bể bơi
d34dbd81-11e8-4560-b447-833a29b32108,88D Nguyễn Trãi,Thanh Xuân,6700000,46,Trường học; Siêu thị; Bến xe buýt; Công viên; Phòng gym; Sân tennis
14f2aeab-4c33-4c1c-972f-1e15bf9ba7da,582E Mộ Lao,Hà Đông,5300000,37,Chợ dân sinh; Công viên; Trung tâm thương mại; Sân tennis
e7d855c8-6dd4-4e5e-af12-132df1a02fa0,27A Kim Ngưu,Hai Bà Trưng,2500000,20,
a0968cb0-f2f5-4f2f-9844-5cb4cc06d64b,905A Phạm Hùng,Nam Từ Liêm,2400000,41,Chợ dân sinh; Công viên; Phòng gym
322d1ac3-7b93-41f8-8fee-c6950e600e65,433C Việt Hưng,Long Biên,4800000,70,Chợ dân sinh; Trường học; Trung tâm thương mại
ea3afdee-997b-43d7-8dd2-1b8afa76f2d2,746B Chùa Bộc,Đống Đa,11800000,149,Chợ dân sinh; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi; Rạp chiếu phim
f74d2390-ed2d-40fe-97d9-0401f3da2ad0,905E Yên Nghĩa,Hà Đông,8500000,54,Bến xe buýt; Bệnh viện; Bể bơi
0e8a5d29-b834-4777-8daf-f280449b3976,536A Tân Mai,Hoàng Mai,6300000,20,Bến xe buýt; Công viên; Trung tâm thương mại; Rạp chiếu phim
5fad17b8-16cb-42e1-923d-f316b1a1df0b,580D Yên Nghĩa,Hà Đông,5300000,135,Phòng gym
22d08e67-7c11-4674-8aec-7e8fc0ca104a,802C Khương Trung,Thanh Xuân,3000000,53,Chợ dân sinh; Bến xe buýt; Bãi đỗ xe ô tô; Khu vui chơi trẻ em
cd774664-7e7d-4c6d-bb13-a625ab6cdb0d,566A Định Công,Hoàng Mai,7400000,95,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Bệnh viện; Rạp chiếu phim
6c700780-27b6-45d5-bde3-d7045cdc028b,820D Linh Đàm,Hoàng Mai,9600000,116,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Rạp chiếu phim
87c77c43-3536-49e8-8926-03031e390056,172D Xuân Đỉnh,Bắc Từ Liêm,5000000,79,Chợ dân sinh; Siêu thị; Bến xe buýt; Rạp chiếu phim
d789bcde-a841-41ce-b3a5-5aa776cd3fa9,222B Đại Mỗ,Nam Từ Liêm,3300000,64,Trường học; Siêu thị
3466b19e-03ba-49b6-8b0c-7a022bb82ea6,857D Kim Ngưu,Hai Bà Trưng,14400000,155,Trường học; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại; Bể bơi; Rạp chiếu phim; Sân tennis
22d47e93-113d-4980-9f45-ecb4de55d00f,292E Dịch Vọng Hậu,Cầu Giấy,9600000,84,Chợ dân sinh; Bến xe buýt; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Bể bơi
84690c2c-179f-4c45-973d-4c2a0a8153da,87B Dịch Vọng Hậu,Cầu Giấy,2000000,62,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô
1f5eb295-dbdf-4206-b377-dcda314a97d0,708C Việt Hưng,Long Biên,11800000,88,Chợ dân sinh; Trường học; Bến xe buýt; Khu vui chơi trẻ em
ed596da5-30cf-46bb-bc16-4f1aadaefba3,772B Âu Cơ,Tây Hồ,16500000,170,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Bể bơi
fea0c326-5f08-4cce-8995-f50d65f4125d,626D Đông Ngạc,Bắc Từ Liêm,3800000,48,Chợ dân sinh; Bến xe buýt; Bệnh viện
9c620eeb-f10a-4326-a7b8-45f1aee3cb8c,585E Văn Quán,Hà Đông,9600000,71,Siêu thị; Bến xe buýt; Công viên; Bể bơi; Sân tennis
5b502081-ecaf-4f7f-bcb8-207ad78afa3a,560B Kim Ngưu,Hai Bà Trưng,8600000,54,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Trung tâm thương mại; Bể bơi
0e03d945-dfb7-480e-90a2-b541a162d4ca,124E Sài Đồng,Long Biên,8800000,74,Bến xe buýt; Công viên; Bệnh viện; Trung tâm thương mại; Bể bơi
2fab635d-deb2-4b2a-8f61-dc7fd976893c,707D Đại Mỗ,Nam Từ Liêm,4000000,32,Chợ dân sinh; Siêu thị; Công viên; Bệnh viện; Khu vui chơi trẻ em
8a3267e9-3ba5-41de-9ac8-85a357179171,955B Sài Đồng,Long Biên,11700000,123,Chợ dân sinh; Trường học; Bệnh viện; Trung tâm thương mại
4e0bc3f9-f8ce-4b5d-be6e-8dea49a72276,194B Nguyễn Văn Cừ,Long Biên,14900000,79,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Phòng gym; Khu vui chơi trẻ em; Bể bơi
9f4c63b0-a018-448b-9757-4681600bb04a,407C Văn Quán,Hà Đông,13300000,128,Trường học; Siêu thị; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại; Bể bơi
2826191a-1996-4ea2-a3be-9afdf8612d2d,981C Đông Ngạc,Bắc Từ Liêm,3300000,75,Chợ dân sinh; Trường học; Phòng gym
db777b31-1985-4439-924c-2f272a66c825,426B Quảng An,Tây Hồ,10100000,51,Chợ dân sinh; Bến xe buýt; Công viên; Bệnh viện; Trung tâm thương mại
c258f6f5-4b26-48bc-b317-7a3823662366,929E Văn Quán,Hà Đông,4400000,43,Trường học; Siêu thị; Bến xe buýt; Công viên; Phòng gym
b34464b2-7362-46db-9d26-c4fdaf1a078d,167C Hàng Bài,Hoàn Kiếm,12200000,124,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Rạp chiếu phim
4055ff54-418f-49bd-9c61-242d8a527dcb,643C Kim Ngưu,Hai Bà Trưng,11300000,77,Trường học; Bến xe buýt; Công viên; Phòng gym; Khu vui chơi trẻ em; Bể bơi; Rạp chiếu phim
2747cb47-def3-445f-99c0-328af7fbb421,645E Khương Trung,Thanh Xuân,6200000,20,Chợ dân sinh; Bệnh viện
aa6da5c6-b47c-480d-ab21-492670ce7721,813E Xã Đàn,Đống Đa,10800000,85,Trường học; Siêu thị; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại; Bể bơi; Rạp chiếu phim
b72ae694-26d1-460d-b0f3-b0f79b40cc03,983D Lê Văn Lương,Thanh Xuân,8700000,37,Trường học; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Rạp chiếu phim
f964f6c3-cabc-4d7a-820e-06dce0ca54f7,148E Văn Quán,Hà Đông,5200000,71,Bệnh viện; Trung tâm thương mại
185c6924-2f66-4be0-9747-d90be0a6f1a5,278E Nguyễn Trãi,Thanh Xuân,3200000,35,Chợ dân sinh; Trường học; Siêu thị
d3ece2dc-4ca9-4d96-91f1-88fdf756e9ae,183E Đại Mỗ,Nam Từ Liêm,11600000,127,Trường học; Bến xe buýt; Công viên; Bệnh viện; Phòng gym; Bể bơi; Rạp chiếu phim
a694127f-2ce8-4974-919d-00912c21ad07,719E Khương Trung,Thanh Xuân,7400000,35,Trường học; Bến xe buýt; Bãi đỗ xe ô tô; Bể bơi; Sân tennis
d5c94947-36b9-4ebb-8a5b-562650524cf8,868D Ngọc Lâm,Long Biên,4600000,72,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại
63db125d-7828-4c55-a432-c7c9e2168fc9,595A Linh Đàm,Hoàng Mai,7100000,62,Chợ dân sinh; Siêu thị; Bệnh viện; Khu vui chơi trẻ em; Bể bơi
cbbc6d07-600e-4f5b-bc36-cee805e6c993,694E Cổ Nhuế,Bắc Từ Liêm,7400000,81,Chợ dân sinh; Trường học; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô
01b74ddc-ccd3-469d-bcd6-6a1ebc9b3542,761D Lê Văn Lương,Thanh Xuân,9400000,85,Khu vui chơi trẻ em; Bể bơi
66490b02-ba53-4495-ad1f-76efdc1681de,868A Việt Hưng,Long Biên,12400000,119,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Trung tâm thương mại; Bể bơi; Rạp chiếu phim; Sân tennis
285391f0-d7eb-4a19-bdba-de98c6d3a44e,577A Xuân Thủy,Cầu Giấy,14400000,110,Trường học; Siêu thị; Bến xe buýt; Phòng gym; Khu vui chơi trẻ em; Bể bơi; Rạp chiếu phim
5d71ca84-aeba-4d39-8b19-6c1e87e96f59,296E Kim Ngưu,Hai Bà Trưng,9400000,73,Chợ dân sinh; Trường học; Siêu thị; Công viên; Phòng gym; Khu vui chơi trẻ em; Rạp chiếu phim
bbbcf6d0-426d-4756-9a4e-692650a44186,880A Tân Mai,Hoàng Mai,9600000,144,Chợ dân sinh; Siêu thị; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Rạp chiếu phim
0e96efd4-89d5-4b0e-aa4f-c6ce8b59a826,732D Phạm Văn Đồng,Bắc Từ Liêm,1700000,20,Chợ dân sinh; Trường học; Bến xe buýt; Bệnh viện
a0aafa3a-2c2b-4be6-971b-cc42c49362c9,198C Phạm Hùng,Nam Từ Liêm,9400000,73,Siêu thị; Bến xe buýt; Công viên; Bể bơi; Sân tennis
c2fdf5fb-9532-46dd-8cad-69b5c4ad44dc,637D Trần Duy Hưng,Cầu Giấy,3500000,20,Chợ dân sinh; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô
baa6a660-5ea9-4264-bc3f-0d9fb78a1dc6,295D Khương Trung,Thanh Xuân,6600000,74,Chợ dân sinh; Bến xe buýt; Khu vui chơi trẻ em; Trung tâm thương mại
f900b76a-d5ed-40ee-b7b9-b4e47cc6ae83,891A Mỹ Đình,Nam Từ Liêm,4000000,47,Chợ dân sinh; Bến xe buýt; Bệnh viện; Bể bơi
4270a62e-5870-463e-a280-7deb0d880d30,25E Xuân Thủy,Cầu Giấy,5600000,52,Chợ dân sinh; Bến xe buýt; Bệnh viện; Bể bơi
dd57d22b-b8d1-4d38-9b32-e928ca5ae9c2,351C Định Công,Hoàng Mai,3300000,61,Chợ dân sinh; Bãi đỗ xe ô tô; Rạp chiếu phim
1507a569-2ddd-4b2b-adbd-a602c0f27cbc,452A Trần Hưng Đạo,Hoàn Kiếm,2200000,24,Chợ dân sinh; Trường học; Siêu thị; Phòng gym
22dc5c04-e30e-4b25-99c8-4f9475b766d6,98A Linh Đàm,Hoàng Mai,4300000,20,Chợ dân sinh; Bến xe buýt; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym
d7e9c43d-2144-49ac-ba05-86915f8a0ffb,758E Sài Đồng,Long Biên,7500000,76,Trường học; Siêu thị; Công viên; Bệnh viện; Trung tâm thương mại
87bd4e98-12f4-4ccf-af7a-bb3cacee1a98,607B Linh Đàm,Hoàng Mai,9900000,103,Chợ dân sinh; Siêu thị; Bến xe buýt; Công viên; Bãi đỗ xe ô tô
6a0775a6-af15-4767-ab56-a5129e787062,567D Khương Trung,Thanh Xuân,3300000,38,Chợ dân sinh
6325d1ea-9576-4a54-9223-0476ffe7e4d5,556C Chùa Bộc,Đống Đa,6800000,97,Chợ dân sinh; Trường học; Bến xe buýt; Bãi đỗ xe ô tô; Trung tâm thương mại
6a341b0b-d818-4067-9e1a-1184de329c54,260C Lê Văn Lương,Thanh Xuân,13100000,117,Trường học; Siêu thị; Bến xe buýt; Công viên; Trung tâm thương mại; Bể bơi; Rạp chiếu phim
4f821491-ffe7-4ddc-a95c-b0f4ac63f279,448A Ngọc Lâm,Long Biên,7700000,80,Chợ dân sinh; Trường học; Công viên; Bệnh viện; Bãi đỗ xe ô tô
b3345c56-b11a-4a77-aec3-97e8555a2a19,523A Lê Đức Thọ,Nam Từ Liêm,7200000,109,Chợ dân sinh; Trường học; Bến xe buýt; Bãi đỗ xe ô tô; Khu vui chơi trẻ em
bfc8a13a-8671-4e36-98c8-ce37e54d5cdf,779E Khương Trung,Thanh Xuân,8400000,30,Chợ dân sinh; Bến xe buýt; Phòng gym; Rạp chiếu phim
86c477f7-c196-467a-9832-8f327ae5937c,266D Trần Hưng Đạo,Hoàn Kiếm,14900000,158,Chợ dân sinh; Bến xe buýt; Công viên; Phòng gym; Khu vui chơi trẻ em; Sân tennis
2cc278d4-39c1-46a9-ab57-838a72e51163,187E Yên Nghĩa,Hà Đông,7000000,47,Chợ dân sinh; Khu vui chơi trẻ em
0010f7a4-3f4f-41b7-8a21-839f150da334,966A Nguyễn Văn Cừ,Long Biên,13200000,111,Chợ dân sinh; Trường học; Bến xe buýt; Công viên; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại; Bể bơi; Rạp chiếu phim
f5322f25-7e5c-4cb5-b3fc-05275144eac1,942E Phạm Hùng,Nam Từ Liêm,9200000,134,Chợ dân sinh; Trường học; Siêu thị; Bến xe buýt; Công viên; Bãi đỗ xe ô tô; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại
561468ca-4fb7-4a96-b11b-c49142fe7858,269C Minh Khai,Hai Bà Trưng,10700000,78,Chợ dân sinh; Bến xe buýt; Công viên; Bệnh viện; Phòng gym; Rạp chiếu phim
28a9d66d-ea9c-4029-944d-0f66e8e346c5,263D Định Công,Hoàng Mai,9600000,152,Trường học; Siêu thị; Bến xe buýt; Bãi đỗ xe ô tô; Khu vui chơi trẻ em; Bể bơi; Rạp chiếu phim; Sân tennis
54337c13-de2f-4b1f-bedf-c65849ee1ce0,697D Ngọc Lâm,Long Biên,3100000,25,Siêu thị; Bến xe buýt; Công viên
f5a80204-d39f-4b5f-a7f9-ba63fb882cfe,562C Hàng Bài,Hoàn Kiếm,7700000,97,Chợ dân sinh; Trường học; Siêu thị; Bệnh viện; Bãi đỗ xe ô tô; Phòng gym; Bể bơi
40890d8a-e626-4588-8d55-31a08d15d644,645D Nguyễn Khánh Toàn,Cầu Giấy,16500000,115,Chợ dân sinh; Siêu thị; Bến xe buýt; Công viên; Phòng gym; Khu vui chơi trẻ em; Trung tâm thương mại; Rạp chiếu phim; Sân tennis
